timestamp,status,frame_id,scale_name,tile_img,global_x_1x,global_y_1x,pred_north_m,pred_east_m,true_north_m,true_east_m,truth_source,truth_status,truth_age_sec,truth_pose_age_sec,truth_gz_x,truth_gz_y,truth_gz_z,error_m,calc_error_m,gazebo_error_m,nav_north_m,nav_east_m,nav_raw_north_m,nav_raw_east_m,nav_filter_residual_m,nav_filter_reset,nav_gazebo_error_m,vision_tx_north_m,vision_tx_east_m,vision_tx_map_north_m,vision_tx_map_east_m,vision_timestamp_source,vision_align_source,vision_align_seed_source,vision_align_offset_north_m,vision_align_offset_east_m,vision_align_age_sec,nav_status,reject_reason,reject_error_m,reject_jump_m,reject_nav_age_sec,inliers,good_count,tiles_scanned,tiles_considered,frame_quad_width_m,frame_quad_height_m,frame_quad_area_m2,search_source,search_radius_m,duration_sec
2026-06-02T13:22:21,OK,21,sift_master,patch_r05_c05.png,6143.878723144531,6143.931335449219,0.008381903171539307,-0.014804303646087646,-0.008923928882983517,0.021872783583211278,gazebo,receiving,0.04338431358337402,0.0014483928680419922,0.021872783583211278,-0.008923928882983517,100.6134597346771,,0.040554907850036494,0.040554907850036494,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,83,133,6,6,128.36814759038705,128.1131243084492,16441.612364223813,local_ned_seed,220.0,0.2483679029992345
2026-06-02T13:22:22,OK,23,sift_master,patch_r05_c05.png,6143.965515136719,6144.7138671875,-0.0871419906616211,-0.004209578037261963,-0.00858016012423789,0.021517029728722846,gazebo,receiving,0.09707474708557129,0.00603938102722168,0.021517029728722846,-0.00858016012423789,100.61161501159172,,0.0826669194087293,0.0826669194087293,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,81,148,6,6,127.35769752589512,127.41490797930332,16224.891228368539,local_ned_seed,220.0,0.25406147799913015
2026-06-02T13:22:22,OK,25,sift_master,patch_r05_c05.png,6143.561767578125,6143.422302246094,0.07051974534988403,-0.053495168685913086,-0.008034144903900524,0.0211856537110151,gazebo,receiving,0.051920175552368164,0.010125160217285156,0.0211856537110151,-0.008034144903900524,100.60825517236277,,0.10838790941744915,0.10838790941744915,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,90,149,6,6,127.9288164461867,127.76013654820787,16337.779443107742,local_ned_seed,220.0,0.2564338040010625
2026-06-02T13:22:22,OK,26,sift_master,patch_r05_c05.png,6142.3336181640625,6144.4989013671875,-0.06090104579925537,-0.20341575145721436,-0.0074033952747358835,0.021189668756945248,gazebo,receiving,0.02202129364013672,0.002829313278198242,0.021189668756945248,-0.007403395274735883,100.60411537359379,,0.23088870349417887,0.23088870349417887,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,80,135,6,6,128.461699969457,127.75815642144111,16407.651519215084,local_ned_seed,220.0,0.2727608869990945
2026-06-02T13:22:22,OK,28,sift_master,patch_r05_c05.png,6142.970764160156,6143.360290527344,0.07808953523635864,-0.1256391406059265,-0.006934508497222949,0.021369016183378844,gazebo,receiving,0.061011552810668945,0.0053293704986572266,0.021369016183378844,-0.006934508497222949,100.60137211004522,,0.169824869131111,0.169824869131111,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,88,139,6,6,127.63105962436951,127.74304812897324,16296.69580393045,local_ned_seed,220.0,0.23831630799941195
2026-06-02T13:22:23,OK,30,sift_master,patch_r05_c05.png,6143.547912597656,6143.506164550781,0.06028264760971069,-0.055186450481414795,-0.006187402204326025,0.021778806537908323,gazebo,receiving,0.0004711151123046875,0.002146005630493164,0.021778806537908323,-0.006187402204326025,100.59806818365041,,0.10169522265244808,0.10169522265244808,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,97,155,6,6,128.34323168780253,127.7872990917665,16396.101853079355,local_ned_seed,220.0,0.2424748350003938
2026-06-02T13:22:23,OK,32,sift_master,patch_r05_c05.png,6143.5419921875,6145.35009765625,-0.16480684280395508,-0.055909156799316406,-0.005638536131213588,0.02215850139788079,gazebo,receiving,0.07352828979492188,0.009171485900878906,0.02215850139788079,-0.005638536131213587,100.59630769770642,,0.17728256853244848,0.17728256853244848,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,87,152,6,6,128.06541869516832,128.05753846650126,16395.596339709995,local_ned_seed,220.0,0.27217179099898203
2026-06-02T13:22:23,OK,34,sift_master,patch_r05_c05.png,6143.454162597656,6144.49169921875,-0.06002187728881836,-0.0666305422782898,-0.005018141215100164,0.022703748048218425,gazebo,receiving,0.06077837944030762,0.0035529136657714844,0.022703748048218425,-0.005018141215100164,100.59473896788651,,0.1049096106665548,0.1049096106665548,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,93,147,6,6,127.53434376218803,127.26591094378934,16228.595165113933,local_ned_seed,220.0,0.2861536189993785
2026-06-02T13:22:24,OK,36,sift_master,patch_r05_c05.png,6143.762939453125,6145.5023193359375,-0.1833885908126831,-0.02893805503845215,-0.004312912520601259,0.023367478864141186,gazebo,receiving,0.033882856369018555,0.008921384811401367,0.023367478864141186,-0.0043129125206012595,100.59387165807371,,0.1865582145942776,0.1865582145942776,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,93,149,6,6,128.6727283401381,128.45631393981049,16522.842453962905,local_ned_seed,220.0,0.2750717529997928
2026-06-02T13:22:24,OK,37,sift_master,patch_r05_c05.png,6143.6298828125,6143.557067871094,0.05406886339187622,-0.045180320739746094,-0.003797465549751588,0.023812170926663257,gazebo,receiving,0.07282543182373047,0.017725706100463867,0.023812170926663257,-0.0037974655497515874,100.5939310734326,,0.09004707619639983,0.09004707619639983,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,88,152,6,6,127.68293316045981,127.70512789093976,16298.657166727682,local_ned_seed,220.0,0.24025595700004487
2026-06-02T13:22:24,OK,39,sift_master,patch_r05_c05.png,6143.56982421875,6144.316650390625,-0.03865361213684082,-0.05251169204711914,-0.0029429059162716046,0.024444027998757605,gazebo,receiving,0.03344368934631348,7.176399230957031e-05,0.024444027998757605,-0.0029429059162716046,100.5948972259396,,0.08483771205396311,0.08483771205396311,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,82,137,6,6,127.87358633969991,127.16676352396078,16258.607718853373,local_ned_seed,220.0,0.2596703939998406
2026-06-02T13:22:24,OK,41,sift_master,patch_r05_c05.png,6143.614440917969,6144.3934326171875,-0.048026442527770996,-0.04706531763076782,-0.002320829524740846,0.02481718543016182,gazebo,receiving,0.07289838790893555,0.008819580078125,0.02481718543016182,-0.002320829524740846,100.59610493841456,,0.08518272892017088,0.08518272892017088,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,87,149,6,6,128.19562595359656,127.59855723959134,16353.9779145635,local_ned_seed,220.0,0.24043187200004468
2026-06-02T13:22:25,OK,43,sift_master,patch_r05_c05.png,6143.9219970703125,6144.4654541015625,-0.05681812763214111,-0.009521842002868652,-0.0013987979488595086,0.025264340268344142,gazebo,receiving,0.005950927734375,0.015987634658813477,0.025264340268344142,-0.0013987979488595083,100.59818569236162,,0.06543225947153511,0.06543225947153511,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,85,148,6,6,127.8314137167704,127.52172393020295,16298.41316718375,local_ned_seed,220.0,0.23245687700000417
2026-06-02T13:22:25,OK,45,sift_master,patch_r05_c05.png,6144.0787353515625,6143.04248046875,0.11688470840454102,0.009611248970031738,-0.0007381323979466572,0.02555231489450334,gazebo,receiving,0.0814371109008789,0.0037848949432373047,0.02555231489450334,-0.0007381323979466572,100.59975107990299,,0.1186981476740716,0.1186981476740716,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,86,144,6,6,128.04674205730066,127.60249517528355,16334.36026751675,local_ned_seed,220.0,0.2763960229985969
2026-06-02T13:22:25,OK,47,sift_master,patch_r05_c05.png,6144.05322265625,6144.8837890625,-0.10788440704345703,0.006496906280517578,4.815820043846744e-05,0.025971829471504112,gazebo,receiving,0.0567479133605957,0.00039649009704589844,0.025971829471504112,4.8158200438469e-05,100.6017189464787,,0.10967548164208163,0.10967548164208163,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,94,149,6,6,128.26853237281566,127.94103729491468,16405.65665367405,local_ned_seed,220.0,0.2743728760015074
2026-06-02T13:22:25,OK,49,sift_master,patch_r05_c05.png,6144.270751953125,6145.881591796875,-0.22968649864196777,0.0330507755279541,0.0005952496722917283,0.02634970165278559,gazebo,receiving,0.035501718521118164,0.019576072692871094,0.02634970165278559,0.0005952496722917295,100.60329295111275,,0.230379226489179,0.230379226489179,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,86,142,6,6,128.54131697532162,128.39095515262522,16497.25813114436,local_ned_seed,220.0,0.28511394300039683
2026-06-02T13:22:26,OK,51,sift_master,patch_r05_c05.png,6143.727722167969,6142.981872558594,0.12428313493728638,-0.0332370400428772,0.0009875126522188478,0.026664099288418865,gazebo,receiving,0.04669785499572754,0.013899803161621094,0.026664099288418865,0.0009875126522188478,100.60430064212794,,0.137076463945673,0.137076463945673,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,85,141,6,6,127.57385581026095,127.5333631061876,16263.532877175692,local_ned_seed,220.0,0.21108757100046205
2026-06-02T13:22:26,OK,52,sift_master,patch_r05_c05.png,6143.9923095703125,6142.994934082031,0.12268871068954468,-0.0009387731552124023,0.0012854610674807414,0.026940954804204994,gazebo,receiving,0.061594247817993164,0.0064754486083984375,0.026940954804204994,0.0012854610674807407,100.6049026538983,,0.12456335034787835,0.12456335034787835,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,81,139,6,6,128.12907824767223,127.64309994748557,16350.112437447826,local_ned_seed,220.0,0.21377706400016905
2026-06-02T13:22:26,OK,54,sift_master,patch_r05_c05.png,6143.907043457031,6143.1239013671875,0.10694563388824463,-0.01134723424911499,0.0015005025700910446,0.027215171929629592,gazebo,receiving,0.08583593368530273,0.014524698257446289,0.027215171929629592,0.001500502570091045,100.60530498164961,,0.11227526392307939,0.11227526392307939,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,80,136,6,6,127.83373840529677,127.73205988301473,16323.598382502329,local_ned_seed,220.0,0.2227793649999512
2026-06-02T13:22:26,OK,55,sift_master,patch_r05_c05.png,6143.5306396484375,6144.3463134765625,-0.0422745943069458,-0.05729496479034424,0.0015876329972750146,0.027595988077454975,gazebo,receiving,0.0003955364227294922,0.013467788696289062,0.027595988077454975,0.0015876329972750135,100.60573229218916,,0.09555296365309682,0.09555296365309682,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,87,149,6,6,128.68542836547158,127.88521025079986,16451.80483100453,local_ned_seed,220.0,0.21581655699992552
2026-06-02T13:22:26,OK,57,sift_master,patch_r05_c05.png,6143.8974609375,6143.969299316406,0.0037476420402526855,-0.012516975402832031,0.001434019518211982,0.027948664240311866,gazebo,receiving,0.02422046661376953,0.008597612380981445,0.027948664240311866,0.0014340195182119837,100.6061737583024,,0.040531726349901175,0.040531726349901175,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,87,138,6,6,127.50997440884964,127.21912870545651,16219.403383258417,local_ned_seed,220.0,0.2229310019993136
2026-06-02T13:22:27,OK,59,sift_master,patch_r05_c05.png,6143.7099609375,6142.67333984375,0.16194581985473633,-0.03540515899658203,0.0010242214997403971,0.02837972703614113,gazebo,receiving,0.021846771240234375,0.01698756217956543,0.02837972703614113,0.0010242214997403976,100.60678247889068,,0.17310191363279062,0.17310191363279062,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,105,148,6,6,128.14370027836299,127.81717495099049,16373.813536493863,local_ned_seed,220.0,0.19744159699985175
2026-06-02T13:22:27,OK,61,sift_master,patch_r05_c05.png,6143.19482421875,6143.1741943359375,0.1008063554763794,-0.09828805923461914,0.00017301295581061138,0.029002137251876486,gazebo,receiving,0.07498621940612793,0.009198427200317383,0.029002137251876486,0.00017301295581061217,100.60748429254446,,0.1622647951603575,0.1622647951603575,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,88,141,6,6,128.27267971993118,127.31083815516774,16326.814614375462,local_ned_seed,220.0,0.20237342200016428
2026-06-02T13:22:27,OK,62,sift_master,patch_r05_c05.png,6143.645202636719,6143.722717285156,0.03384798765182495,-0.04331022500991821,-0.0009081453353683294,0.02958439973552138,gazebo,receiving,0.09474420547485352,0.0005714893341064453,0.02958439973552138,-0.0009081453353683312,100.6077422275045,,0.08075651736548524,0.08075651736548524,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,95,155,6,6,128.50262547075127,127.79250340501125,16416.831704443633,local_ned_seed,220.0,0.22100814700024785
2026-06-02T13:22:27,OK,64,sift_master,patch_r05_c05.png,6143.637512207031,6145.0816650390625,-0.13203918933868408,-0.044248998165130615,-0.0025567636548702657,0.03020193959101353,gazebo,receiving,0.016315937042236328,0.011165857315063477,0.03020193959101353,-0.0025567636548702653,100.60725793949153,,0.14936077361119157,0.14936077361119157,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,83,153,6,6,129.29251340733774,128.86444342317333,16653.716216487202,local_ned_seed,220.0,0.22033958599968173
2026-06-02T13:22:28,OK,65,sift_master,patch_r05_c05.png,6144.03515625,6142.475158691406,0.186137855052948,0.004291534423828125,-0.004117734348461789,0.030645956188030652,gazebo,receiving,0.031157732009887695,0.00534367561340332,0.030645956188030652,-0.0041177343484617894,100.60609654851845,,0.19207223861090209,0.19207223861090209,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,91,154,6,6,127.6836167354648,127.71861966962547,16300.718187501061,local_ned_seed,220.0,0.2129106860011234
2026-06-02T13:22:28,OK,67,sift_master,patch_r05_c05.png,6143.999084472656,6142.7681884765625,0.1503676176071167,-0.00011175870895385742,-0.005741596828207362,0.031048080959959472,gazebo,receiving,0.044846534729003906,0.017730712890625,0.031048080959959472,-0.005741596828207361,100.60447998555199,,0.15918863791051915,0.15918863791051915,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,90,146,6,6,127.62516531171688,127.68996668186746,16289.813194779292,local_ned_seed,220.0,0.21519796999928076
2026-06-02T13:22:28,OK,69,sift_master,patch_r05_c05.png,6143.810974121094,6143.054138183594,0.11546164751052856,-0.023074448108673096,-0.007562606959629226,0.03146702708239875,gazebo,receiving,0.06836366653442383,0.005868434906005859,0.03146702708239875,-0.007562606959629226,100.60249358638573,,0.13457243292723975,0.13457243292723975,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,94,153,6,6,127.5823607908883,127.68336726539586,16283.176294143552,local_ned_seed,220.0,0.2250320710008964
2026-06-02T13:22:28,OK,70,sift_master,patch_r05_c05.png,6144.341796875,6144.3228759765625,-0.03941357135772705,0.04172325134277344,-0.009439132836372183,0.031853258361817786,gazebo,receiving,0.08618521690368652,0.011210441589355469,0.031853258361817786,-0.009439132836372183,100.60041443812459,,0.03155762548283055,0.03155762548283055,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,76,142,6,6,128.5182077570005,127.99807422891283,16444.676443924305,local_ned_seed,220.0,0.21610673899886024
2026-06-02T13:22:28,OK,72,sift_master,patch_r05_c05.png,6143.882507324219,6144.532470703125,-0.06499886512756348,-0.01434236764907837,-0.011904078675646643,0.03226365353646057,gazebo,receiving,0.006959438323974609,0.007935047149658203,0.03226365353646057,-0.011904078675646643,100.59796983629954,,0.07064826649763996,0.07064826649763996,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,79,144,6,6,128.54169010961598,128.01770737470713,16450.310265898523,local_ned_seed,220.0,0.22016013200118323
2026-06-02T13:22:29,OK,74,sift_master,patch_r05_c05.png,6143.921325683594,6144.8681640625,-0.10597705841064453,-0.009603798389434814,-0.013551214902009747,0.032509514874279825,gazebo,receiving,0.016641616821289062,0.01904916763305664,0.032509514874279825,-0.013551214902009747,100.59658266440233,,0.10156804469088893,0.10156804469088893,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,80,140,6,6,128.46709600682678,127.75519354811047,16407.851301212417,local_ned_seed,220.0,0.20904494499882276
2026-06-02T13:22:29,OK,75,sift_master,patch_r05_c05.png,6143.831359863281,6144.619873046875,-0.0756680965423584,-0.020585954189300537,-0.015258680405323502,0.03278002824159222,gazebo,receiving,0.051573991775512695,0.009636163711547852,0.03278002824159222,-0.015258680405323502,100.59518155861912,,0.08060536978906434,0.08060536978906434,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,91,148,6,6,127.39857389869417,127.24584692281232,16209.126124034303,local_ned_seed,220.0,0.2344481910004106
2026-06-02T13:22:29,OK,77,sift_master,patch_r05_c05.png,6143.474670410156,6144.4713134765625,-0.0575333833694458,-0.06412714719772339,-0.01747527303383884,0.03322104063811812,gazebo,receiving,0.006009101867675781,0.008682012557983398,0.03322104063811812,-0.01747527303383884,100.59322203704161,,0.1052678577657109,0.1052678577657109,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,90,146,6,6,128.01163207340093,127.27838988492165,16290.192016121946,local_ned_seed,220.0,0.25539456700062146
2026-06-02T13:22:29,OK,79,sift_master,patch_r05_c05.png,6143.7498779296875,6145.2783203125,-0.15604496002197266,-0.030532479286193848,-0.0185091671432772,0.03350308096753712,gazebo,receiving,0.017095088958740234,0.01912069320678711,0.03350308096753712,-0.0185091671432772,100.59225338453956,,0.15171238347537958,0.15171238347537958,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,98,144,6,6,128.14484894978935,127.8200181276345,16375.735499373406,local_ned_seed,220.0,0.2101478610002232
2026-06-02T13:22:30,OK,81,sift_master,patch_r05_c05.png,6143.460021972656,6146.6077880859375,-0.3183335065841675,-0.06591528654098511,-0.019484742825956376,0.03387475434429652,gazebo,receiving,0.015279293060302734,0.004113912582397461,0.03387475434429652,-0.019484742825956376,100.5913677495573,,0.31506925565611327,0.31506925565611327,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,92,150,6,6,129.441121509606,128.82348137985878,16666.984825808668,local_ned_seed,220.0,0.19855523000114772
2026-06-02T13:22:30,OK,83,sift_master,patch_r05_c05.png,6143.349853515625,6145.779541015625,-0.21722912788391113,-0.07936358451843262,-0.02028392844678835,0.03436158148677797,gazebo,receiving,0.07104349136352539,0.014705896377563477,0.03436158148677797,-0.02028392844678835,100.59094220468147,,0.2274221294514691,0.2274221294514691,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,102,153,6,6,128.52844950244335,127.61392322363832,16397.483657596746,local_ned_seed,220.0,0.20530792700083111
2026-06-02T13:22:30,OK,84,sift_master,patch_r05_c05.png,6143.606994628906,6144.9097900390625,-0.11105835437774658,-0.04797428846359253,-0.020962639071340685,0.035098889432272025,gazebo,receiving,0.055145263671875,0.008348464965820312,0.035098889432272025,-0.020962639071340685,100.59149112203812,,0.12254954427614531,0.12254954427614531,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,95,157,6,6,128.06376998196566,128.08238316659973,16399.591856625593,local_ned_seed,220.0,0.28339366399995924
2026-06-02T13:22:30,OK,86,sift_master,patch_r05_c05.png,6143.9573974609375,6144.5245361328125,-0.06403028964996338,-0.005200505256652832,-0.021179071382407346,0.03558645106138591,gazebo,receiving,0.07041692733764648,0.010069131851196289,0.03558645106138591,-0.021179071382407346,100.59225666531677,,0.05915913042551697,0.05915913042551697,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,100,150,6,6,128.17627608864845,127.72124525491945,16365.032923995326,local_ned_seed,220.0,0.21367815099984
2026-06-02T13:22:31,OK,88,sift_master,patch_r05_c05.png,6144.360107421875,6147.3934326171875,-0.414237380027771,0.043958425521850586,-0.021199841400565612,0.03625928176272355,gazebo,receiving,0.002264261245727539,0.013669013977050781,0.03625928176272355,-0.021199841400565612,100.59367868180446,,0.393112939986406,0.393112939986406,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,87,151,6,6,128.903684372351,128.46709936488992,16552.903446769324,local_ned_seed,220.0,0.23095689100046002
2026-06-02T13:22:31,OK,89,sift_master,patch_r05_c05.png,6144.235595703125,6145.908447265625,-0.23296475410461426,0.028759241104125977,-0.021032455775224827,0.036642782972172064,gazebo,receiving,0.00764155387878418,0.009855508804321289,0.036642782972172064,-0.021032455775224827,100.59502627521185,,0.2120788752034548,0.2120788752034548,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,95,149,6,6,128.15391789085476,127.95153119543224,16393.343216836995,local_ned_seed,220.0,0.20937144799972884
2026-06-02T13:22:31,OK,91,sift_master,patch_r05_c05.png,6144.1287841796875,6145.0780029296875,-0.13159215450286865,0.015720725059509277,-0.02081772092069303,0.03684475335606315,gazebo,receiving,0.07355809211730957,0.0166928768157959,0.03684475335606315,-0.02081772092069303,100.59645930630795,,0.11277056223556503,0.11277056223556503,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,88,155,6,6,128.0465680333824,127.18916925518114,16283.305001248473,local_ned_seed,220.0,0.26599582500057295
2026-06-02T13:22:31,OK,93,sift_master,patch_r05_c05.png,6144.6575927734375,6143.748840332031,0.030659139156341553,0.08027255535125732,-0.020486138541813928,0.036931367528502484,gazebo,receiving,0.09774565696716309,0.011483907699584961,0.036931367528502484,-0.020486138541813928,100.59881043053649,,0.06703952560026624,0.06703952560026624,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,79,131,6,6,128.22840488418453,127.67461859280044,16366.502924842705,local_ned_seed,220.0,0.2256617120001465
2026-06-02T13:22:31,OK,95,sift_master,patch_r05_c05.png,6144.6641845703125,6145.2315673828125,-0.150337815284729,0.0810772180557251,-0.02015906144996708,0.03685043907795032,gazebo,receiving,0.09547543525695801,0.002063751220703125,0.03685043907795032,-0.02015906144996708,100.60143976194263,,0.13748642088846624,0.13748642088846624,,,,,,,,,,,,,,,,,,REJECTED,low_inliers,,,,76,141,6,6,128.52213574884777,127.60879904596162,16396.117970571944,local_ned_seed,220.0,0.19687397799862083
