timestamp,status,frame_id,scale_name,tile_img,global_x_1x,global_y_1x,pred_north_m,pred_east_m,true_north_m,true_east_m,truth_source,truth_status,truth_age_sec,truth_pose_age_sec,truth_gz_x,truth_gz_y,truth_gz_z,error_m,calc_error_m,gazebo_error_m,nav_north_m,nav_east_m,nav_raw_north_m,nav_raw_east_m,nav_filter_residual_m,nav_filter_reset,nav_gazebo_error_m,vision_tx_north_m,vision_tx_east_m,vision_tx_map_north_m,vision_tx_map_east_m,vision_timestamp_source,vision_extra_predict_sec,vision_prediction_horizon_sec,vision_align_source,vision_align_seed_source,vision_align_offset_north_m,vision_align_offset_east_m,vision_align_age_sec,nav_status,reject_reason,reject_error_m,reject_jump_m,reject_nav_age_sec,inliers,good_count,tiles_scanned,tiles_considered,frame_quad_width_m,frame_quad_height_m,frame_quad_area_m2,search_source,search_radius_m,duration_sec
2026-06-02T13:47:55,OK,1,sift_master,patch_r05_c05.png,6128.863708496094,6133.9881591796875,1.2221485376358032,-1.847691833972931,1.193697653466255,-1.853420870735939,gazebo,receiving,0.08212709426879883,0.03552126884460449,-1.853420870735939,1.193697653466255,100.62404990968088,0.06267889967115194,0.029021968786782086,0.029021968786782086,1.2221485376358032,-1.847691833972931,1.2221485376358032,-1.847691833972931,0.0,False,0.029021968786782086,,,,,send,0.25,,,,,,,OK,,,,,86,140,6,6,128.04997171014244,127.67916737759369,16343.833341874613,local_ned_seed,155.0,0.33185678199879476
2026-06-02T13:47:55,OK,3,sift_master,patch_r05_c05.png,6128.922424316406,6133.3603515625,1.2987852096557617,-1.8405243754386902,1.193158486203957,-1.853789901400789,gazebo,receiving,0.025166034698486328,0.009304523468017578,-1.853789901400789,1.193158486203957,100.6229611138729,0.13540895995401608,0.10645646474599438,0.10645646474599438,1.2566350400447845,-1.8444664776325226,1.2987852096557617,-1.8405243754386902,0.07697111120501476,False,0.064157611538072,1.164534091949463,-1.8228545188903809,1.2221485376358032,-1.847691833972931,send,0.25,0.7265758514404297,telemetry,local_ned_seed,-0.05761444568634033,0.02483731508255005,0.1273517608642578,OK,,,,,86,138,6,6,127.56334255911244,127.7737689882594,16291.952298591927,vision_predicted,160.0,0.24379306599985284
2026-06-02T13:47:55,OK,5,sift_master,patch_r05_c05.png,6128.345703125,6133.974609375,1.2238025665283203,-1.9109249114990234,1.1926828494601462,-1.8540350714414886,gazebo,receiving,0.004287242889404297,0.013945579528808594,-1.8540350714414886,1.1926828494601462,100.622748641279,,0.06484512851537191,0.06484512851537191,1.2566350400447845,-1.8444664776325226,1.2987852096557617,-1.8405243754386902,0.07697111120501476,False,0.0646640600956581,1.2369269318564673,-1.8160839655177834,1.2945413775428076,-1.8409212806003334,send,0.25,0.7404584884643555,telemetry,local_ned_seed,-0.05761444568634033,0.02483731508255005,0.4086782932281494,REJECTED,low_inliers,,,,83,149,6,6,128.03388314602086,127.39444337986485,16306.318535260654,vision_predicted,160.01901300494933,0.2795420619986544
2026-06-02T13:47:55,OK,7,sift_master,patch_r05_c05.png,6128.4669189453125,6134.139099121094,1.2037232518196106,-1.8961280584335327,1.1922585770549754,-1.8541680674176397,gazebo,receiving,0.07396721839904785,0.02160930633544922,-1.8541680674176397,1.1922585770549754,100.62271211002356,,0.04349804149053935,0.04349804149053935,1.2566350400447845,-1.8444664776325226,1.2987852096557617,-1.8405243754386902,0.07697111120501476,False,0.06510337803399265,1.2497638396445934,-1.8148833914081024,1.3073782853309337,-1.8397207064906524,send,0.25,0.991213321685791,telemetry,local_ned_seed,-0.05761444568634033,0.02483731508255005,0.6798031330108643,REJECTED,low_inliers,,,,84,149,6,6,128.53545008774447,128.0812473056831,16458.543781934426,vision_predicted,220.0,0.26906065799994394
2026-06-02T13:47:56,OK,9,sift_master,patch_r05_c05.png,6128.1680908203125,6133.965393066406,1.2249276041984558,-1.9326061010360718,1.1914228114483125,-1.8542929888311186,gazebo,receiving,0.020359039306640625,0.010591506958007812,-1.8542929888311186,1.1914228114483125,100.62286559687334,0.1249492755154249,0.08517930899259304,0.08517930899259304,1.267782702631602,-1.8817522713775754,1.2249276041984558,-1.9326061010360718,0.12091485225713049,False,0.08114705897005728,1.2626070576127129,-1.8136822271377029,1.3202215032990532,-1.838519542220253,send,0.25,1.242091417312622,telemetry,local_ned_seed,-0.05761444568634033,0.02483731508255005,0.9266738891601562,OK,,,,,99,143,6,6,128.2312303845537,128.07341290967764,16418.213308279086,vision_predicted,220.0,0.24471897199873638
2026-06-02T13:47:56,OK,11,sift_master,patch_r05_c05.png,6128.2891845703125,6135.105773925781,1.085720956325531,-1.917824149131775,1.1907879172083335,-1.854324517192091,gazebo,receiving,0.02513718605041504,0.018867015838623047,-1.854324517192091,1.1907879172083335,100.6231898458157,,0.12276509897207627,0.12276509897207627,1.267782702631602,-1.8817522713775754,1.2249276041984558,-1.9326061010360718,0.12091485225713049,False,0.08173419530425748,1.23233669933988,-1.8636041366319231,1.2899511450262204,-1.8884414517144732,send,0.25,0.5896203517913818,telemetry,local_ned_seed,-0.05761444568634033,0.02483731508255005,1.1360490322113037,REJECTED,low_inliers,,,,84,138,6,6,128.60327902196295,127.7092943412716,16419.351287557613,vision_predicted,160.01044303599522,0.20798675100013497
2026-06-02T13:47:56,OK,12,sift_master,patch_r05_c05.png,6128.373779296875,6133.773376464844,1.2483671307563782,-1.9074976444244385,1.1899507259325548,-1.8543209862762828,gazebo,receiving,0.009888172149658203,0.01039576530456543,-1.8543209862762828,1.1899507259325548,100.62392130896919,0.11989560299355871,0.07899514747341524,0.07899514747341524,1.2669177088262087,-1.8957130170789143,1.2483671307563782,-1.9074976444244385,0.03995871375082886,False,0.08739117043339104,1.2417526223211492,-1.8664453288879628,1.2993670680074896,-1.8912826439705128,send,0.25,0.8400583267211914,telemetry,local_ned_seed,-0.05761444568634033,0.02483731508255005,1.421510934829712,OK,,,,,86,133,6,6,128.24577849283935,127.85037683184348,16390.44491686889,vision_predicted,220.0,0.284065821000695
2026-06-02T13:47:56,OK,14,sift_master,patch_r05_c05.png,6128.37109375,6134.541687011719,1.154579222202301,-1.9078254699707031,1.1893521479615663,-1.8543093043523746,gazebo,receiving,0.07021331787109375,0.015748262405395508,-1.8543093043523746,1.1893521479615663,100.62475747811509,0.08508785094933237,0.06382112775835085,0.06382112775835085,1.2208983954977342,-1.9050383355276974,1.154579222202301,-1.9078254699707031,0.120686752030534,False,0.059737763078307915,1.2260799427541225,-1.8852160428703375,1.2836943884404628,-1.9100533579528876,send,0.25,0.7095742225646973,telemetry,local_ned_seed,-0.05761444568634033,0.02483731508255005,1.6821906566619873,OK,,,,,90,146,6,6,128.50741835956498,128.14121892669175,16462.87967162177,vision_predicted,160.01182729130403,0.25912495400007174
2026-06-02T13:47:57,OK,15,sift_master,patch_r05_c05.png,6128.497009277344,6133.60791015625,1.2685656547546387,-1.8924549221992493,1.1886160099826681,-1.8543532613183293,gazebo,receiving,0.03850722312927246,0.016505956649780273,-1.8543532613183293,1.1886160099826681,100.62656338350688,,0.08856456549347995,0.08856456549347995,1.2208983954977342,-1.9050383355276974,1.154579222202301,-1.9078254699707031,0.120686752030534,False,0.06009267145128841,1.1444195329628193,-1.8939648193409355,1.2020339786491596,-1.9188021344234856,send,0.25,0.6117410659790039,telemetry,local_ned_seed,-0.05761444568634033,0.02483731508255005,1.9517042636871338,REJECTED,low_inliers,,,,79,142,6,6,128.37098999684866,127.60611551484413,16376.164306202145,vision_predicted,160.01118851955428,0.2673330440011341
2026-06-02T13:47:57,OK,18,sift_master,patch_r05_c05.png,6128.716796875,6134.10009765625,1.208484172821045,-1.8656253814697266,1.188243756258321,-1.8544580979652512,gazebo,receiving,0.0910191535949707,0.011860370635986328,-1.8544580979652512,1.188243756258321,100.62813200345406,,0.023116718701016288,0.023116718701016288,1.2208983954977342,-1.9050383355276974,1.154579222202301,-1.9078254699707031,0.120686752030534,False,0.060205364343467904,1.1367011680301147,-1.8995962694721955,1.194315613716455,-1.9244335845547456,send,0.25,0.8620345592498779,telemetry,local_ned_seed,-0.05761444568634033,0.02483731508255005,2.206162452697754,REJECTED,low_inliers,,,,84,146,6,6,127.34949009993993,127.66531446671486,16253.376816321137,vision_predicted,220.0,0.25252648899913765
