timestamp,status,frame_id,scale_name,tile_img,global_x_1x,global_y_1x,pred_north_m,pred_east_m,true_north_m,true_east_m,truth_source,truth_status,truth_age_sec,truth_pose_age_sec,truth_gz_x,truth_gz_y,truth_gz_z,error_m,calc_error_m,gazebo_error_m,nav_north_m,nav_east_m,nav_raw_north_m,nav_raw_east_m,nav_filter_residual_m,nav_filter_reset,nav_gazebo_error_m,vision_tx_status,vision_tx_sent_count,vision_tx_rate_hz,vision_tx_age_sec,vision_tx_north_m,vision_tx_east_m,vision_tx_map_north_m,vision_tx_map_east_m,vision_timestamp_source,vision_extra_predict_sec,vision_prediction_horizon_sec,vision_align_source,vision_align_seed_source,vision_align_offset_north_m,vision_align_offset_east_m,vision_align_age_sec,nav_status,reject_reason,reject_error_m,reject_jump_m,reject_nav_age_sec,inliers,good_count,tiles_scanned,tiles_considered,frame_quad_width_m,frame_quad_height_m,frame_quad_area_m2,search_source,search_radius_m,duration_sec
2026-06-02T15:21:29,OK,1,sift_master,patch_r05_c05.png,6145.4774169921875,6145.4168701171875,-0.17295777797698975,0.18034875392913818,0.05930725275250183,-0.06328155793166168,gazebo,receiving,0.08182406425476074,0.010411739349365234,-0.08250133036107314,0.0906071364021215,100.59779210666343,0.3347329561234849,0.336604773223973,0.336604773223973,-0.17295777797698975,0.18034875392913818,-0.17295777797698975,0.18034875392913818,0.0,False,0.336604773223973,waiting_estimate,0,4.0,,,,,,send,0.0,,,,,,,OK,,,,,93,152,9,9,128.40575969626954,127.85551490252966,16411.68384077027,local_ned_seed,150.0,0.23231312500138301
2026-06-02T15:21:29,OK,3,sift_master,patch_r05_c05.png,6146.474609375,6146.2393798828125,-0.27336180210113525,0.3020763397216797,0.05965028697754195,-0.06340360269094195,gazebo,receiving,0.01674056053161621,0.015606403350830078,-0.0826233751203534,0.09095017062716161,100.59968716725173,0.4927354361690271,0.4944417455863512,0.4944417455863512,-0.19805878400802612,0.21078065037727356,-0.27336180210113525,0.3020763397216797,0.15779281733717332,False,0.3762857556416663,sending,1,4.0,0.4723939895629883,0.058062344789505005,-0.06254160404205322,-0.17295777797698975,0.18034875392913818,send,0.0,0.4723939895629883,telemetry,local_ned_seed,0.23102012276649475,-0.2428903579711914,0.015564918518066406,OK,,,,,83,140,9,9,128.36367608826245,128.36747044481248,16472.136679544143,vision_predicted,155.0,0.183823454000958
2026-06-02T15:21:30,OK,5,sift_master,patch_r05_c05.png,6145.20068359375,6145.1419677734375,-0.13940036296844482,0.14656782150268555,0.05977510989983917,-0.06369693100278115,gazebo,receiving,0.09737586975097656,0.009801864624023438,-0.08291670343219261,0.09107499354945883,100.60265079601302,0.28858947980862587,0.2896241273417836,0.2896241273417836,-0.19071088601911962,0.2035980548678441,-0.13940036296844482,0.14656782150268555,0.10228689320549572,False,0.36631931920537636,sending,2,4.0,0.4967806339263916,0.03296133875846863,-0.03210970759391785,-0.19805878400802612,0.21078065037727356,send,0.0,0.4967806339263916,telemetry,local_ned_seed,0.23102012276649475,-0.2428903579711914,0.3965628147125244,OK,,,,,93,148,9,9,127.85442385922613,127.56595126132692,16305.394324333338,vision_predicted,155.02091475374567,0.2797365699989314
2026-06-02T15:21:30,OK,7,sift_master,patch_r05_c05.png,6145.050537109375,6146.6624755859375,-0.32500922679901123,0.12823939323425293,0.059753065589070356,-0.06405144670560473,gazebo,receiving,0.051894426345825195,0.004908323287963867,-0.08327121913501619,0.09105294923869002,100.60551566856248,0.429215765269625,0.43013694187840634,0.43013694187840634,-0.22742731358617027,0.18907096674492535,-0.32500922679901123,0.12823939323425293,0.1533200581039561,False,0.3828100395421417,sending,3,4.0,0.48703956604003906,0.04030923674737513,-0.039292303103347304,-0.19071088601911962,0.2035980548678441,send,0.0,0.48703956604003906,telemetry,local_ned_seed,0.23102012276649475,-0.2428903579711914,0.6539478302001953,OK,,,,,93,148,9,9,128.374610158252,127.60994933493328,16378.398464186457,vision_predicted,155.00925204490187,0.25588593400243553
2026-06-02T15:21:30,OK,9,sift_master,patch_r05_c05.png,6145.1031494140625,6146.2132568359375,-0.27017295360565186,0.13466179370880127,0.059619636470091955,-0.06445127496194261,gazebo,receiving,0.03305530548095703,0.0055425167083740234,-0.08367104739135407,0.09091952011971162,100.60710777423854,0.38442478274343755,0.3852391031351152,0.3852391031351152,-0.248418931339594,0.17457741159829265,-0.27017295360565186,0.13466179370880127,0.060611609247397114,False,0.38990059278866673,sending,4,4.0,0.44820594787597656,0.00359280918032448,-0.053819391226266056,-0.22742731358617027,0.18907096674492535,send,0.0,0.44820594787597656,telemetry,local_ned_seed,0.23102012276649475,-0.2428903579711914,0.9354374408721924,OK,,,,,87,143,9,9,127.42354043092269,126.84288535349874,16161.553190072926,vision_predicted,155.01864085771365,0.27953616000013426
2026-06-02T15:21:30,OK,11,sift_master,patch_r05_c05.png,6145.248046875,6145.6436767578125,-0.2006441354751587,0.15234947204589844,0.059451090787122005,-0.0647072946702759,gazebo,receiving,0.022913217544555664,0.0006594657897949219,-0.08392706709968736,0.09075097443674167,100.60711034187608,0.3376090071140943,0.33876712754000604,0.33876712754000604,-0.2498247607708068,0.16422689560090076,-0.2006441354751587,0.15234947204589844,0.06745938161953773,False,0.38478879379732633,sending,5,4.0,0.4448716640472412,-0.01739880857309925,-0.06831294637289875,-0.248418931339594,0.17457741159829265,send,0.0,0.4448716640472412,telemetry,local_ned_seed,0.23102012276649475,-0.2428903579711914,1.1257221698760986,OK,,,,,82,139,9,9,127.99936584089822,127.67354885211077,16336.329566431303,vision_predicted,155.02511349045076,0.18916362800155184
2026-06-02T15:21:31,OK,13,sift_master,patch_r05_c05.png,6144.8924560546875,6145.5556640625,-0.18990039825439453,0.10894238948822021,0.0591075630453846,-0.06498166992075119,gazebo,receiving,0.10090756416320801,0.004907369613647461,-0.08420144235016265,0.09040744669500426,100.60619259330372,0.3032859984021317,0.3037343300187974,0.3037343300187974,-0.24356141522322325,0.1447847591661981,-0.18990039825439453,0.10894238948822021,0.08604061269745948,False,0.36825326227754335,sending,6,4.0,0.4147493839263916,-0.018804638004312035,-0.07866346237029065,-0.2498247607708068,0.16422689560090076,send,0.0,0.4147493839263916,telemetry,local_ned_seed,0.23102012276649475,-0.2428903579711914,1.4051096439361572,OK,,,,,82,143,9,9,127.75088882939362,127.78302010311748,16317.510401780699,vision_predicted,155.01965717784768,0.17725526799767977
2026-06-02T15:21:31,OK,16,sift_master,patch_r05_c05.png,6144.912353515625,6145.721435546875,-0.21013617515563965,0.11137127876281738,0.058500209413748075,-0.06524473457406335,gazebo,receiving,0.06996607780456543,0.004872322082519531,-0.08446450700347481,0.08980009306336774,100.6042931194405,0.3217860755937149,0.32149451516553934,0.32149451516553934,-0.24051016374139783,0.1248816974091695,-0.21013617515563965,0.11137127876281738,0.04432427164748385,False,0.3543377814925392,sending,7,4.0,0.39620542526245117,-0.012541292456728498,-0.09810559880499331,-0.24356141522322325,0.1447847591661981,send,0.0,0.39620542526245117,telemetry,local_ned_seed,0.23102012276649475,-0.2428903579711914,1.6758477687835693,OK,,,,,81,155,9,9,128.1664828465633,128.54485323525967,16467.255373134867,vision_predicted,155.01876073296134,0.16876403999776812
2026-06-02T15:21:31,OK,18,sift_master,patch_r05_c05.png,6145.2413330078125,6145.195068359375,-0.14588236808776855,0.15152990818023682,0.05764594472549091,-0.06559076345763662,gazebo,receiving,0.007056236267089844,0.01248025894165039,-0.08481053588704808,0.08894582837511057,100.60189759460773,0.2972801633739587,0.29759899221787234,0.29759899221787234,-0.2187659057663476,0.12234502583763159,-0.14588236808776855,0.15152990818023682,0.1046795526835988,False,0.3342504629620697,sending,8,4.0,0.29209017753601074,-0.00949004097490308,-0.1180086605620219,-0.24051016374139783,0.1248816974091695,send,0.0,0.29209017753601074,telemetry,local_ned_seed,0.23102012276649475,-0.2428903579711914,2.014253616333008,OK,,,,,89,146,9,9,127.6740849829746,127.59378394109316,16286.170101762476,vision_predicted,155.01517886885327,0.23405078400173807
2026-06-02T15:21:32,OK,20,sift_master,patch_r05_c05.png,6144.590576171875,6146.697265625,-0.3292560577392578,0.07209181785583496,0.05704371256127459,-0.06583805104743379,gazebo,receiving,0.0637369155883789,0.013797998428344727,-0.08505782347684525,0.08834359621089426,100.60082819942423,0.41213552789952607,0.41018552055127083,0.41018552055127083,-0.24120956198757193,0.10207358209318983,-0.3292560577392578,0.07209181785583496,0.12401499264872758,False,0.3422708464404484,sending,10,4.0,0.5368053913116455,0.012254217000147144,-0.12054533213355982,-0.2187659057663476,0.12234502583763159,send,0.0,0.5368053913116455,telemetry,local_ned_seed,0.23102012276649475,-0.2428903579711914,2.2733678817749023,OK,,,,,84,143,9,9,128.32472931649053,127.67821004494961,16380.733963732631,vision_predicted,155.0142453235393,0.206514650999452
2026-06-02T15:21:32,OK,22,sift_master,patch_r05_c05.png,6144.96630859375,6145.295166015625,-0.15810132026672363,0.11795759201049805,0.05616496143866527,-0.06607388979179404,gazebo,receiving,0.021298885345458984,0.013618946075439453,-0.0852936622212055,0.08746484508828493,100.59981713060148,0.28259383394856946,0.28244933310277165,0.28244933310277165,-0.22233884281774757,0.09824498172225564,-0.15810132026672363,0.11795759201049805,0.08959212572412754,False,0.3233652122924559,sending,11,4.0,0.49326133728027344,-0.010189439221077179,-0.14081677587800157,-0.24120956198757193,0.10207358209318983,send,0.0,0.49326133728027344,telemetry,local_ned_seed,0.23102012276649475,-0.2428903579711914,2.531306505203247,OK,,,,,87,139,9,9,128.02820815608246,127.73781521845518,16349.350051301531,vision_predicted,155.01447211369447,0.2066413120010111
2026-06-02T15:21:32,OK,24,sift_master,patch_r05_c05.png,6145.7606201171875,6147.5887451171875,-0.43807923793792725,0.21491944789886475,0.055291837274949074,-0.0661982535772559,gazebo,receiving,0.003283262252807617,0.008656740188598633,-0.08541802600666736,0.08659172092456874,100.59912499131393,0.5698580725321513,0.5678399245737543,0.5678399245737543,-0.2720494460840125,0.12050468649558006,-0.43807923793792725,0.21491944789886475,0.2546633122079021,False,0.37684254486845425,sending,12,4.0,0.519803524017334,0.008681279948747178,-0.14464537624893575,-0.22233884281774757,0.09824498172225564,send,0.0,0.519803524017334,telemetry,local_ned_seed,0.23102012276649475,-0.2428903579711914,2.8145718574523926,OK,,,,,86,134,9,9,128.71335688563403,128.20197462389206,16495.056479461284,vision_predicted,155.01426333201042,0.23096269800225855
2026-06-02T15:21:32,OK,26,sift_master,patch_r05_c05.png,6145.457275390625,6145.824462890625,-0.22271275520324707,0.17789006233215332,0.05473367191697902,-0.06628340064473923,gazebo,receiving,0.0820915699005127,0.009577512741088867,-0.08550317307415069,0.08603355556659868,100.59862406924321,0.37030347039372136,0.36959058421976454,0.36959058421976454,-0.2706279641594484,0.13628342332819632,-0.22271275520324707,0.17789006233215332,0.0846113169055039,False,0.3832668944806111,sending,13,4.0,0.5180659294128418,-0.04102932331751774,-0.12238567147561134,-0.2720494460840125,0.12050468649558006,send,0.0,0.5180659294128418,telemetry,local_ned_seed,0.23102012276649475,-0.2428903579711914,3.0940825939178467,OK,,,,,84,139,9,9,128.92653913894486,128.5205997500865,16563.113889901535,vision_predicted,155.01981971187848,0.2284269090014277
