timestamp,status,frame_id,scale_name,tile_img,global_x_1x,global_y_1x,pred_north_m,pred_east_m,true_north_m,true_east_m,error_m,calc_error_m,nav_status,reject_reason,reject_error_m,reject_jump_m,reject_nav_age_sec,inliers,good_count,tiles_scanned,tiles_considered,search_source,search_radius_m,duration_sec
2026-05-31T23:22:22,OK,1,1/4x,tile_r001_c002_x1536_y768.jpg,9738.503173828125,5199.76513671875,-13.896539937508791,-123.54435363425728,-13.978452682495117,-124.94206237792969,1.4001069351765612,1.4001069351765612,OK,,,,,122,210,40,40,global,,9.431451820997609
2026-05-31T23:22:23,OK,69,1/4x,tile_r001_c002_x1536_y768.jpg,9738.364013671875,5192.01416015625,-13.462608015697384,-123.55214439873217,-13.977852821350098,-124.94219970703125,1.482474610198286,1.482474610198286,OK,,,,,137,218,6,6,local_ned_seed,120.0,0.9692512660003558
2026-05-31T23:22:23,OK,76,1/4x,tile_r001_c002_x1536_y768.jpg,9738.3359375,5195.89599609375,-13.679929344814212,-123.55371621963502,-13.977852821350098,-124.94219970703125,1.4200861919768188,1.4200861919768188,OK,,,,,145,216,1,6,vision_predicted,125.02780729847758,0.21389972500037402
2026-05-31T23:22:24,OK,78,1/4x,tile_r001_c002_x1536_y768.jpg,9737.065673828125,5193.013427734375,-13.518551172934849,-123.62483086448191,-13.977754592895508,-124.94105529785156,1.3940281704122173,1.3940281704122173,OK,,,,,128,218,6,6,vision_predicted,125.00968009232989,0.9549910300011106
2026-05-31T23:22:25,OK,84,1/4x,tile_r001_c002_x1536_y768.jpg,9736.450439453125,5194.66455078125,-13.610987911854124,-123.6592742442655,-13.978048324584961,-124.9383544921875,1.3307064391586627,1.3307064391586627,OK,,,,,123,226,6,6,vision_predicted,125.0292354597429,0.969134718998248
2026-05-31T23:22:26,OK,91,1/4x,tile_r001_c002_x1536_y768.jpg,9740.79052734375,5190.866455078125,-13.398354709522636,-123.41629806870458,-13.97872257232666,-124.93733215332031,1.627996174055252,1.627996174055252,OK,,,,,123,207,6,6,vision_predicted,125.02722305369174,0.8875718669987691
2026-05-31T23:22:27,OK,97,1/4x,tile_r001_c002_x1536_y768.jpg,9737.927001953125,5196.2392578125,-13.69914656423174,-123.57661013278482,-13.978653907775879,-124.93734741210938,1.3891473278377238,1.3891473278377238,OK,,,,,135,227,6,6,vision_predicted,125.02440363126559,0.9755068720005511
2026-05-31T23:22:28,OK,103,1/4x,tile_r001_c002_x1536_y768.jpg,9738.433837890625,5192.573974609375,-13.493948758317813,-123.54823534848686,-13.978113174438477,-124.939208984375,1.472828176527509,1.472828176527509,OK,,,,,132,223,6,6,vision_predicted,125.02298855208747,0.9668815740005812
2026-05-31T23:22:28,OK,109,1/4x,tile_r001_c002_x1536_y768.jpg,9737.798095703125,5196.334228515625,-13.704463419390635,-123.58382684092999,-13.97787094116211,-124.9396743774414,1.3831392609659026,1.3831392609659026,OK,,,,,148,219,1,6,vision_predicted,125.02269307719486,0.21092295400012517
2026-05-31T23:22:29,OK,111,1/4x,tile_r001_c002_x1536_y768.jpg,9738.96728515625,5191.142822265625,-13.413826894715157,-123.51837075133324,-13.978157043457031,-124.9400634765625,1.5296008373915189,1.5296008373915189,OK,,,,,128,212,6,6,vision_predicted,125.00890951491039,1.0133955669989518
2026-05-31T23:22:30,OK,118,1/4x,tile_r001_c002_x1536_y768.jpg,9737.619384765625,5196.333984375,-13.70444975138247,-123.59383182267666,-13.978189468383789,-124.93852233886719,1.3722703877139895,1.3722703877139895,OK,,,,,126,216,6,6,vision_predicted,125.02589455542878,1.056000184998993
2026-05-31T23:22:30,OK,125,1/4x,tile_r001_c002_x1536_y768.jpg,9735.2548828125,5199.839599609375,-13.900708679985556,-123.72620647871017,-13.973441123962402,-124.93521118164062,1.2111904805251765,1.2111904805251765,OK,,,,,143,228,1,6,vision_predicted,125.02737318281683,0.2203209120016254
2026-05-31T23:22:31,OK,127,1/4x,tile_r001_c002_x1536_y768.jpg,9735.916748046875,5195.330322265625,-13.648260569998882,-123.68915250942703,-13.687582015991211,-124.70873260498047,1.0203380554324546,1.0203380554324546,OK,,,,,139,228,6,6,vision_predicted,125.03267795581979,0.9301954330003355
2026-05-31T23:22:31,OK,133,1/4x,tile_r001_c002_x1536_y768.jpg,9747.61376953125,5190.331298828125,-13.36839443572238,-123.0343045852947,-13.687582015991211,-124.70873260498047,1.70457909892931,1.70457909892931,OK,,,,,145,211,1,6,vision_predicted,125.95233138501422,0.19488629899933585
2026-05-31T23:22:32,OK,136,1/4x,tile_r001_c002_x1536_y768.jpg,9749.650146484375,5189.197021484375,-13.30489286999429,-122.92029973181249,-13.479948997497559,-124.54544830322266,1.634549640400358,1.634549640400358,OK,,,,,148,235,1,6,vision_predicted,125.5781017292162,0.1843085609980335
2026-05-31T23:22:33,OK,138,1/4x,tile_r001_c002_x1536_y768.jpg,9751.350341796875,5182.848388671875,-12.94946998682741,-122.82511572514053,-12.5306978225708,-123.81116485595703,1.071290349970601,1.071290349970601,OK,,,,,132,246,6,6,vision_predicted,125.509649018285,0.9229226969982847
2026-05-31T23:22:33,OK,145,1/4x,tile_r001_c002_x1536_y768.jpg,9766.228759765625,5161.67626953125,-11.764166654604765,-121.99215999070648,-12.130035400390625,-123.50028991699219,1.5518749349420664,1.5518749349420664,OK,,,,,144,246,1,6,vision_predicted,127.00434343443803,0.21114698300152668
2026-05-31T23:22:33,OK,147,1/4x,tile_r001_c002_x1536_y768.jpg,9766.818603515625,5158.66162109375,-11.595394090332121,-121.95913808373925,-11.715862274169922,-123.17647552490234,1.2232837074753724,1.2232837074753724,OK,,,,,150,252,1,6,vision_predicted,125.6608252434112,0.2034260889995494
2026-05-31T23:22:33,OK,149,1/4x,tile_r001_c002_x1536_y768.jpg,9767.178955078125,5152.716796875,-11.26257809259667,-121.93896410415167,-11.715862274169922,-123.17647552490234,1.3179154243550288,1.3179154243550288,OK,,,,,157,243,1,6,vision_predicted,125.6349970385617,0.19416588500098442
2026-05-31T23:22:35,OK,151,1/4x,tile_r001_c002_x1536_y768.jpg,9770.71875,5150.968994140625,-11.164728822461598,-121.74079165832512,-10.145966529846191,-121.91619873046875,1.033752508975431,1.033752508975431,OK,,,,,126,214,6,6,vision_predicted,125.6598585648743,1.0566324479987088
2026-05-31T23:22:35,OK,158,1/4x,tile_r001_c002_x1536_y768.jpg,9783.67578125,5136.0712890625,-10.330693298937234,-121.01540314567563,-9.38757038116455,-121.29850006103516,0.9846952328076622,0.9846952328076622,OK,,,,,136,226,6,6,vision_predicted,127.15916444462273,0.8756933539989404
2026-05-31T23:22:36,OK,165,1/4x,tile_r001_c002_x1536_y768.jpg,9806.506103515625,5115.15478515625,-9.159700371216815,-119.73726672753813,-8.61746597290039,-120.68419647216797,1.0911892979599418,1.0911892979599418,OK,,,,,134,231,6,6,vision_predicted,127.00754024636258,0.889286699002696
2026-05-31T23:22:37,OK,171,1/4x,tile_r001_c002_x1536_y768.jpg,9819.115966796875,5098.90576171875,-8.25001242274513,-119.03131412205218,-8.227555274963379,-120.37760162353516,1.3464747900112226,1.3464747900112226,OK,,,,,143,224,1,6,vision_predicted,126.76239544328371,0.19867255099961767
2026-05-31T23:22:37,OK,173,1/4x,tile_r001_c002_x1536_y768.jpg,9822.142333984375,5094.4542236328125,-8.000796796679055,-118.86188549673554,-7.834379196166992,-120.07073211669922,1.220247912662753,1.220247912662753,OK,,,,,148,230,1,6,vision_predicted,125.50157198131866,0.19205656099802582
2026-05-31T23:22:38,OK,175,1/4x,tile_r001_c002_x1536_y768.jpg,9826.91357421875,5085.5303955078125,-7.501203763856523,-118.59477161931034,-6.645234107971191,-119.14810943603516,1.0192481499685169,1.0192481499685169,OK,,,,,135,220,6,6,vision_predicted,125.60406007989702,0.9368383660003019
2026-05-31T23:22:39,OK,181,1/4x,tile_r001_c002_x1536_y768.jpg,9834.300048828125,5070.8758544921875,-6.680781576420216,-118.18124604178905,-5.850504398345947,-118.52898406982422,0.9001566133583409,0.9001566133583409,OK,,,,,138,208,6,6,vision_predicted,126.9818968794123,0.9033050390025892
2026-05-31T23:22:40,OK,188,1/4x,tile_r001_c002_x1536_y768.jpg,9854.03466796875,5052.79833984375,-5.668727081129674,-117.07641996319768,-4.661747932434082,-117.59573364257812,1.133002075681839,1.133002075681839,OK,,,,,124,217,6,6,vision_predicted,127.08725537166958,0.9409842000022763
2026-05-31T23:22:41,OK,195,1/4x,tile_r001_c002_x1536_y768.jpg,9871.748779296875,5029.3555908203125,-4.35630443938183,-116.08471031757824,-3.483538866043091,-116.66337585449219,1.0471740779914307,1.0471740779914307,OK,,,,,130,208,6,6,vision_predicted,126.89575233752204,1.027203499001189
2026-05-31T23:22:41,OK,202,1/4x,tile_r001_c002_x1536_y768.jpg,9883.825439453125,5010.0533447265625,-3.275684381354509,-115.40860864123817,-3.0911548137664795,-116.3528060913086,0.9620602819125768,0.9620602819125768,OK,,,,,141,214,1,6,vision_predicted,127.13660318711926,0.27574601100059226
2026-05-31T23:22:42,OK,204,1/4x,tile_r001_c002_x1536_y768.jpg,9886.5966796875,5008.9481201171875,-3.213809308592758,-115.25346308412554,-2.3061203956604004,-115.7315444946289,1.0258952177143683,1.0258952177143683,OK,,,,,137,214,6,6,vision_predicted,125.74371327207052,0.9102612100032275
2026-05-31T23:22:43,OK,210,1/4x,tile_r001_c002_x1536_y768.jpg,9900.874267578125,4993.1070556640625,-2.326960601690587,-114.45414431701184,-1.125680685043335,-114.80056762695312,1.250232997409165,1.250232997409165,OK,,,,,136,214,6,6,vision_predicted,126.99676368523984,0.8805098970005929
2026-05-31T23:22:44,OK,217,1/4x,tile_r001_c002_x1536_y768.jpg,9917.271484375,4971.4385986328125,-1.113870208958886,-113.53615990573883,-0.3408917784690857,-114.18255615234375,1.0076327513669883,1.0076327513669883,OK,,,,,134,221,6,6,vision_predicted,126.95493208573465,0.9018032999993011
2026-05-31T23:22:45,OK,223,1/4x,tile_r001_c002_x1536_y768.jpg,9928.937744140625,4953.2548828125,-0.09587013013585022,-112.88303415059568,0.839102029800415,-113.25581359863281,1.0065472948325662,1.0065472948325662,OK,,,,,129,206,6,6,vision_predicted,126.81035322481546,0.9132134930005122
