CONNECT udp:127.0.0.1:14550
HEARTBEAT target=1/0 mode=GUIDED
BOOTSTRAP gz=(0.252,-2.656,66.691) local=(-2.678,0.268,-66.181) axis=enu speed_source=zero attitude_source=zero pose_delay=0.60s bias=(0.00,0.00) noise_std=0.25 observe_only=False
GT sent=293 pose=(-4.53,-2.26,-66.20) vel=(0.00,0.00,0.00) err=(-1.86,-2.52,0.00) local_age=64.30s ekf_flags=831 vel_var=0.010 pos_var=0.005
GT sent=298 pose=(-4.07,-2.32,-66.20) vel=(0.00,0.00,0.00) err=(-1.40,-2.58,0.00) local_age=65.50s ekf_flags=831 vel_var=0.010 pos_var=0.005
GT sent=302 pose=(-2.32,-1.61,-66.20) vel=(0.00,0.00,0.00) err=(0.35,-1.87,0.00) local_age=66.77s ekf_flags=831 vel_var=0.010 pos_var=0.005
GT sent=308 pose=(-0.23,-0.81,-66.20) vel=(0.00,0.00,0.00) err=(2.43,-1.07,0.00) local_age=68.00s ekf_flags=831 vel_var=0.010 pos_var=0.005
GT sent=313 pose=(0.48,0.81,-66.20) vel=(0.00,0.00,0.00) err=(3.15,0.54,0.00) local_age=69.25s ekf_flags=831 vel_var=0.010 pos_var=0.005
GT sent=317 pose=(-0.62,2.86,-66.20) vel=(0.00,0.00,0.00) err=(2.05,2.59,0.00) local_age=70.38s ekf_flags=831 vel_var=0.010 pos_var=0.005
GT sent=322 pose=(-2.80,3.75,-66.20) vel=(0.00,0.00,0.00) err=(-0.14,3.48,0.00) local_age=71.78s ekf_flags=831 vel_var=0.010 pos_var=0.005
GT sent=328 pose=(-6.15,3.07,-66.20) vel=(0.00,0.00,0.00) err=(-3.49,2.80,0.00) local_age=73.00s ekf_flags=831 vel_var=0.010 pos_var=0.005
GT sent=333 pose=(-8.74,-0.66,-66.20) vel=(0.00,0.00,0.00) err=(-6.07,-0.93,0.00) local_age=74.41s ekf_flags=831 vel_var=0.010 pos_var=0.005
GT sent=338 pose=(-8.01,-4.38,-66.20) vel=(0.00,0.00,0.00) err=(-5.35,-4.65,0.00) local_age=75.50s ekf_flags=831 vel_var=0.010 pos_var=0.005
GT sent=343 pose=(-3.46,-6.72,-66.20) vel=(0.00,0.00,0.00) err=(-0.80,-6.99,0.00) local_age=76.80s ekf_flags=831 vel_var=0.010 pos_var=0.005
GT sent=348 pose=(0.94,-5.62,-66.14) vel=(0.00,0.00,0.00) err=(-0.34,-0.26,-0.06) local_age=0.25s ekf_flags=831 vel_var=0.528 pos_var=0.083
GT sent=352 pose=(3.31,-2.84,-66.02) vel=(0.00,0.00,0.00) err=(0.21,0.64,-0.02) local_age=0.01s ekf_flags=831 vel_var=0.365 pos_var=0.088
