timestamp,status,frame_id,scale_name,tile_img,global_x_1x,global_y_1x,pred_north_m,pred_east_m,true_north_m,true_east_m,error_m,calc_error_m,nav_status,reject_reason,reject_error_m,reject_jump_m,reject_nav_age_sec,inliers,good_count,tiles_scanned,tiles_considered,search_source,search_radius_m,duration_sec
2026-06-01T14:56:46,OK,1,sift_master,patch_r04_c05.png,6083.073486328125,5311.8343505859375,101.58272087574005,-7.437318563461304,102.23900133912345,-7.131585475856614,0.7240005300239927,0.7240005300239927,OK,,,,,93,202,50,121,global,,1.2449602779997804
2026-06-01T14:56:46,OK,9,sift_master,patch_r04_c05.png,6082.416320800781,5310.5172119140625,101.74350440502167,-7.517538964748383,102.23900133912345,-7.131585475856614,0.6280742848517143,0.6280742848517143,OK,,,,,88,201,9,9,vision_predicted,155.0279476915698,0.24737356799960253
2026-06-01T14:56:46,OK,11,sift_master,patch_r04_c05.png,6082.4635009765625,5310.4696044921875,101.74931585788727,-7.5117796659469604,102.23900133912345,-7.131585475856614,0.6199512018796022,0.6199512018796022,OK,,,,,94,209,1,9,vision_predicted,155.00790317040182,0.09280823900189716
2026-06-01T14:56:46,OK,14,sift_master,patch_r04_c05.png,6082.295166015625,5310.6175537109375,101.73125565052032,-7.532328367233276,102.23900133912345,-7.131585475856614,0.6468388897430232,0.6468388897430232,OK,,,,,91,201,1,9,vision_predicted,155.0077747152635,0.10548218300027656
2026-06-01T14:56:47,OK,16,sift_master,patch_r04_c05.png,6082.1343994140625,5311.0511474609375,101.67832672595978,-7.551953196525574,102.23900133912345,-7.131585475856614,0.7007603316588684,0.7007603316588684,OK,,,,,92,212,1,9,vision_predicted,155.00535847934592,0.11020571599874529
2026-06-01T14:56:47,OK,18,sift_master,patch_r04_c05.png,6082.4022216796875,5311.278564453125,101.65056586265564,-7.519260048866272,102.23900133912345,-7.131585475856614,0.7046615389845801,0.7046615389845801,OK,,,,,89,189,9,9,vision_predicted,155.00601659749756,0.24837120600204798
2026-06-01T14:56:47,OK,20,sift_master,patch_r04_c05.png,6082.346618652344,5310.6922607421875,101.72213613986969,-7.52604752779007,102.23900133912345,-7.131585475856614,0.6501922366617267,0.6501922366617267,OK,,,,,85,198,9,9,vision_predicted,155.00574529774346,0.27297328200074844
2026-06-01T14:56:48,OK,22,sift_master,patch_r04_c05.png,6083.692932128906,5311.2174072265625,101.65803134441376,-7.361702620983124,102.23900133912345,-7.131585475856614,0.6248840174257562,0.6248840174257562,OK,,,,,83,199,9,9,vision_predicted,155.0060760601321,0.2580593989987392
2026-06-01T14:56:48,OK,24,sift_master,patch_r04_c05.png,6082.9678955078125,5311.491455078125,101.62457823753357,-7.450208067893982,102.23900133912345,-7.131585475856614,0.6921243413751151,0.6921243413751151,OK,,,,,88,200,9,9,vision_predicted,155.0061958860394,0.2518679990025703
2026-06-01T14:56:48,OK,26,sift_master,patch_r04_c05.png,6082.552673339844,5309.0714111328125,101.9199937582016,-7.500894367694855,102.23900133912345,-7.131585475856614,0.4880111620407868,0.4880111620407868,OK,,,,,82,198,9,9,vision_predicted,155.00674267262167,0.23339474100066582
2026-06-01T14:56:48,OK,28,sift_master,patch_r04_c05.png,6082.7777099609375,5309.41064453125,101.8785834312439,-7.473424077033997,102.23900133912345,-7.131585475856614,0.4967440966686793,0.4967440966686793,OK,,,,,81,193,9,9,vision_predicted,155.00731835346815,0.23787395899853436
2026-06-01T14:56:49,OK,30,sift_master,patch_r04_c05.png,6077.98486328125,5304.1767578125,102.51748561859131,-8.058488368988037,102.22786938991403,-7.131585475856614,0.9710955324831075,0.9710955324831075,OK,,,,,87,204,9,9,vision_predicted,155.01028851011029,0.26077595700189704
2026-06-01T14:56:49,OK,32,sift_master,patch_r04_c05.png,6075.711853027344,5300.9705810546875,102.90886461734772,-8.335955440998077,102.14994574623908,-7.072547197938479,1.4738243591268751,1.4738243591268751,OK,,,,,76,198,9,9,vision_predicted,155.06718931806088,0.19672518500010483
2026-06-01T14:56:49,OK,34,sift_master,patch_r04_c05.png,6077.902038574219,5306.776611328125,102.20012068748474,-8.068598806858063,102.14994574623908,-7.072547197938479,0.9973145603871912,0.9973145603871912,OK,,,,,90,211,1,9,vision_predicted,155.26734390594623,0.07831046199862612
